	timestamp(CST)	stage(ft)
1443	2016-09-04 14:15:10-05	0.38
1444	2016-09-04 14:00:04-05	0.4
1445	2016-09-04 13:45:13-05	0.4
1446	2016-09-04 13:30:08-05	0.4
1447	2016-09-04 13:15:02-05	0.4
1448	2016-09-04 13:00:12-05	0.39
1449	2016-09-04 12:45:06-05	0.42
1450	2016-09-04 12:30:01-05	0.4
1451	2016-09-04 12:15:10-05	0.42
1452	2016-09-04 12:00:05-05	0.43
1453	2016-09-04 11:45:14-05	0.43
1454	2016-09-04 11:30:09-05	0.44
1455	2016-09-04 11:15:03-05	0.42
1456	2016-09-04 11:00:13-05	0.42
1457	2016-09-04 10:45:07-05	0.43
1458	2016-09-04 10:30:02-05	0.42
1459	2016-09-04 10:15:11-05	0.43
1460	2016-09-04 10:00:06-05	0.43
1461	2016-09-04 09:45:01-05	0.44
1462	2016-09-04 09:30:10-05	0.44
1463	2016-09-04 09:15:05-05	0.44
1464	2016-09-04 09:00:14-05	0.44
1465	2016-09-04 08:45:08-05	0.44
1466	2016-09-04 08:30:03-05	0.44
1467	2016-09-04 08:15:12-05	0.42
1468	2016-09-04 08:00:07-05	0.42
1469	2016-09-04 07:45:01-05	0.43
1470	2016-09-04 07:30:11-05	0.4
1471	2016-09-04 07:15:05-05	0.41
1472	2016-09-04 07:00:00-05	0.4
1473	2016-09-04 06:45:10-05	0.4
1474	2016-09-04 06:30:05-05	0.4
1475	2016-09-04 06:15:00-05	0.4
1476	2016-09-04 06:00:09-05	0.41
1477	2016-09-04 05:45:03-05	0.43
1478	2016-09-04 05:30:12-05	0.43
1479	2016-09-04 05:15:06-05	0.42
1480	2016-09-04 05:00:01-05	0.43
1481	2016-09-04 04:45:11-05	0.4
1482	2016-09-04 04:30:05-05	0.42
1483	2016-09-04 04:15:00-05	0.42
1484	2016-09-04 04:00:10-05	0.41
1485	2016-09-04 03:45:04-05	0.41
1486	2016-09-04 03:30:14-05	0.41
1487	2016-09-04 03:15:08-05	0.42
1488	2016-09-04 03:00:03-05	0.43
1489	2016-09-04 02:45:13-05	0.39
1490	2016-09-04 02:30:07-05	0.4
1491	2016-09-04 02:15:02-05	0.39
1492	2016-09-04 02:00:12-05	0.39
1493	2016-09-04 01:45:06-05	0.4
1494	2016-09-04 01:30:00-05	0.39
1495	2016-09-04 01:15:10-05	0.4
1496	2016-09-04 01:00:04-05	0.41
1497	2016-09-04 00:45:13-05	0.41
1498	2016-09-04 00:30:05-05	0.4
1499	2016-09-04 00:15:14-05	0.4
1500	2016-09-04 00:00:09-05	0.4
1501	2016-09-03 23:45:03-05	0.39
1502	2016-09-03 23:30:12-05	0.39
1503	2016-09-03 23:15:07-05	0.39
1504	2016-09-03 23:00:01-05	0.39
1505	2016-09-03 22:45:03-05	0.39
1506	2016-09-03 22:30:12-05	0.38
1507	2016-09-03 22:15:07-05	0.39
1508	2016-09-03 22:00:02-05	0.38
1509	2016-09-03 21:45:11-05	0.37
1510	2016-09-03 21:30:05-05	0.37
1511	2016-09-03 21:15:00-05	0.37
1512	2016-09-03 21:00:09-05	0.36
1513	2016-09-03 20:45:04-05	0.35
1514	2016-09-03 20:30:12-05	0.34
1515	2016-09-03 20:15:07-05	0.35
1516	2016-09-03 20:00:02-05	0.33
1517	2016-09-03 19:45:10-05	0.32
1518	2016-09-03 19:30:04-05	0.3
1519	2016-09-03 19:15:10-05	0.3
1520	2016-09-03 19:00:03-05	0.3
1521	2016-09-03 18:45:08-05	0.3
1522	2016-09-03 18:30:03-05	0.3
1523	2016-09-03 18:15:12-05	0.3
1524	2016-09-03 18:00:06-05	0.32
1525	2016-09-03 17:45:00-05	0.31
1526	2016-09-03 17:30:09-05	0.29
1527	2016-09-03 17:15:03-05	0.31
1528	2016-09-03 17:00:12-05	0.3
1529	2016-09-03 16:45:06-05	0.32
1530	2016-09-03 16:30:00-05	0.34
1531	2016-09-03 16:15:09-05	0.35
1532	2016-09-03 16:00:03-05	0.34
1533	2016-09-03 15:45:12-05	0.35
1534	2016-09-03 15:30:06-05	0.34
1535	2016-09-03 15:15:00-05	0.36
1536	2016-09-03 15:00:09-05	0.37
1537	2016-09-03 14:45:03-05	0.37
1538	2016-09-03 14:30:12-05	0.39
1539	2016-09-03 14:15:06-05	0.41
1540	2016-09-03 14:00:00-05	0.41
1541	2016-09-03 13:45:07-05	0.41
1542	2016-09-03 13:30:02-05	0.42
1543	2016-09-03 13:15:11-05	0.4
1544	2016-09-03 13:00:05-05	0.44
1545	2016-09-03 12:45:00-05	0.46
1546	2016-09-03 12:30:09-05	0.43
1547	2016-09-03 12:15:04-05	0.43
1548	2016-09-03 12:00:14-05	0.45
1549	2016-09-03 11:45:08-05	0.46
1550	2016-09-03 11:30:03-05	0.45
1551	2016-09-03 11:15:12-05	0.46
1552	2016-09-03 11:00:07-05	0.46
1553	2016-09-03 10:45:01-05	0.48
1554	2016-09-03 10:30:11-05	0.47
1555	2016-09-03 10:15:06-05	0.47
1556	2016-09-03 10:00:00-05	0.47
1557	2016-09-03 09:45:10-05	0.46
1558	2016-09-03 09:30:04-05	0.44
1559	2016-09-03 09:15:13-05	0.45
1560	2016-09-03 09:00:08-05	0.45
1561	2016-09-03 08:45:03-05	0.43
1562	2016-09-03 08:30:12-05	0.46
1563	2016-09-03 08:15:07-05	0.45
1564	2016-09-03 08:00:01-05	0.45
1565	2016-09-03 07:45:11-05	0.44
1566	2016-09-03 07:30:05-05	0.44
1567	2016-09-03 07:15:00-05	0.44
1568	2016-09-03 07:00:09-05	0.43
1569	2016-09-03 06:45:04-05	0.43
1570	2016-09-03 06:30:13-05	0.41
1571	2016-09-03 06:15:08-05	0.39
1572	2016-09-03 06:00:03-05	0.41
1573	2016-09-03 05:45:12-05	0.39
1574	2016-09-03 05:30:04-05	0.41
1575	2016-09-03 05:15:14-05	0.41
1576	2016-09-03 05:00:04-05	0.4
1577	2016-09-03 04:45:12-05	0.41
1578	2016-09-03 04:30:06-05	0.39
1579	2016-09-03 04:15:09-05	0.38
1580	2016-09-03 04:00:07-05	0.4
1581	2016-09-03 03:45:01-05	0.39
1582	2016-09-03 03:30:14-05	0.4
1583	2016-09-03 03:15:08-05	0.38
1584	2016-09-03 03:00:04-05	0.38
1585	2016-09-03 02:45:12-05	0.39
1586	2016-09-03 02:30:06-05	0.39
1587	2016-09-03 02:15:00-05	0.38
1588	2016-09-03 02:00:09-05	0.37
1589	2016-09-03 01:45:04-05	0.39
1590	2016-09-03 01:30:13-05	0.39
1591	2016-09-03 01:15:07-05	0.36
1592	2016-09-03 01:00:01-05	0.38
1593	2016-09-03 00:45:09-05	0.37
1594	2016-09-03 00:30:03-05	0.36
1595	2016-09-03 00:15:12-05	0.36
1596	2016-09-03 00:00:02-05	0.37
1597	2016-09-02 23:45:10-05	0.37
1598	2016-09-02 23:30:05-05	0.36
1599	2016-09-02 23:15:09-05	0.37
1600	2016-09-02 23:00:07-05	0.38
1601	2016-09-02 22:45:01-05	0.38
1602	2016-09-02 22:30:11-05	0.38
1603	2016-09-02 22:15:04-05	0.38
1604	2016-09-02 22:00:13-05	0.37
1605	2016-09-02 21:45:08-05	0.38
1606	2016-09-02 21:30:03-05	0.35
1607	2016-09-02 21:15:12-05	0.36
1608	2016-09-02 21:00:07-05	0.34
1609	2016-09-02 20:45:02-05	0.35
1610	2016-09-02 20:30:10-05	0.34
1611	2016-09-02 20:15:05-05	0.32
1612	2016-09-02 20:00:14-05	0.32
1613	2016-09-02 19:45:08-05	0.3
1614	2016-09-02 19:30:03-05	0.29
1615	2016-09-02 19:15:07-05	0.29
1616	2016-09-02 19:00:13-05	0.29
1617	2016-09-02 18:45:06-05	0.27
1618	2016-09-02 18:30:13-05	0.29
1619	2016-09-02 18:15:01-05	0.29
1620	2016-09-02 18:00:10-05	0.3
1621	2016-09-02 17:45:04-05	0.28
1622	2016-09-02 17:30:14-05	0.28
1623	2016-09-02 17:15:08-05	0.28
1624	2016-09-02 17:00:02-05	0.3
1625	2016-09-02 16:45:12-05	0.32
1626	2016-09-02 16:30:06-05	0.32
1627	2016-09-02 16:15:01-05	0.35
1628	2016-09-02 16:00:10-05	0.37
1629	2016-09-02 15:45:05-05	0.37
1630	2016-09-02 15:30:13-05	0.36
1631	2016-09-02 15:15:07-05	0.38
1632	2016-09-02 15:00:01-05	0.39
1633	2016-09-02 14:45:10-05	0.42
1634	2016-09-02 14:30:05-05	0.39
1635	2016-09-02 14:15:14-05	0.4
1636	2016-09-02 14:00:07-05	0.44
1637	2016-09-02 13:45:02-05	0.43
1638	2016-09-02 13:30:11-05	0.45
1639	2016-09-02 13:15:06-05	0.46
1640	2016-09-02 13:00:00-05	0.46
1641	2016-09-02 12:45:10-05	0.48
1642	2016-09-02 12:30:04-05	0.48
1643	2016-09-02 12:15:13-05	0.5
1644	2016-09-02 12:00:07-05	0.47
1645	2016-09-02 11:45:02-05	0.46
1646	2016-09-02 11:30:11-05	0.47
1647	2016-09-02 11:15:05-05	0.49
1648	2016-09-02 11:00:00-05	0.48
1649	2016-09-02 10:45:09-05	0.51
1650	2016-09-02 10:30:03-05	0.49
1651	2016-09-02 10:15:12-05	0.5
1652	2016-09-02 10:00:07-05	0.48
1653	2016-09-02 09:45:01-05	0.5
1654	2016-09-02 09:30:11-05	0.5
1655	2016-09-02 09:15:05-05	0.49
1656	2016-09-02 09:00:14-05	0.48
1657	2016-09-02 08:45:09-05	0.48
1658	2016-09-02 08:30:03-05	0.48
1659	2016-09-02 08:15:12-05	0.48
1660	2016-09-02 08:00:06-05	0.47
1661	2016-09-02 07:45:01-05	0.47
1662	2016-09-02 07:30:10-05	0.46
1663	2016-09-02 07:15:05-05	0.44
1664	2016-09-02 07:00:14-05	0.43
1665	2016-09-02 06:45:09-05	0.43
1666	2016-09-02 06:30:03-05	0.44
1667	2016-09-02 06:15:13-05	0.44
1668	2016-09-02 06:00:07-05	0.43
1669	2016-09-02 05:45:02-05	0.44
1670	2016-09-02 05:30:11-05	0.45
1671	2016-09-02 05:15:06-05	0.44
1672	2016-09-02 05:00:01-05	0.44
1673	2016-09-02 04:45:10-05	0.45
1674	2016-09-02 04:30:05-05	0.44
1675	2016-09-02 04:15:14-05	0.42
1676	2016-09-02 04:00:09-05	0.41
1677	2016-09-02 03:45:03-05	0.41
1678	2016-09-02 03:30:13-05	0.42
1679	2016-09-02 03:15:07-05	0.42
1680	2016-09-02 03:00:02-05	0.42
1681	2016-09-02 02:45:11-05	0.41
1682	2016-09-02 02:30:06-05	0.39
1683	2016-09-02 02:15:00-05	0.38
1684	2016-09-02 02:00:10-05	0.45
1685	2016-09-02 01:45:04-05	0.45
1686	2016-09-02 01:30:14-05	0.45
1687	2016-09-02 01:15:08-05	0.43
1688	2016-09-02 01:00:03-05	0.44
1689	2016-09-02 00:45:12-05	0.42
1690	2016-09-02 00:30:07-05	0.42
1691	2016-09-02 00:15:02-05	0.42
1692	2016-09-02 00:00:11-05	0.43
1693	2016-09-01 23:45:06-05	0.42
1694	2016-09-01 23:30:01-05	0.41
1695	2016-09-01 23:15:10-05	0.4
1696	2016-09-01 23:00:05-05	0.42
1697	2016-09-01 22:45:14-05	0.41
1698	2016-09-01 22:30:08-05	0.39
1699	2016-09-01 22:15:00-05	0.4
1700	2016-09-01 22:00:09-05	0.42
1701	2016-09-01 21:45:11-05	0.41
1702	2016-09-01 21:30:04-05	0.41
1703	2016-09-01 21:15:12-05	0.4
1704	2016-09-01 21:00:06-05	0.4
1705	2016-09-01 20:45:08-05	0.4
1706	2016-09-01 20:30:02-05	0.38
1707	2016-09-01 20:15:11-05	0.38
1708	2016-09-01 20:00:05-05	0.37
1709	2016-09-01 19:45:14-05	0.36
1710	2016-09-01 19:30:09-05	0.34
1711	2016-09-01 19:15:03-05	0.33
1712	2016-09-01 19:00:12-05	0.33
1713	2016-09-01 18:45:07-05	0.34
1714	2016-09-01 18:30:01-05	0.35
1715	2016-09-01 18:15:10-05	0.34
1716	2016-09-01 18:00:05-05	0.35
1717	2016-09-01 17:45:14-05	0.33
1718	2016-09-01 17:30:08-05	0.37
1719	2016-09-01 17:15:03-05	0.36
1720	2016-09-01 17:00:12-05	0.36
1721	2016-09-01 16:45:06-05	0.37
1722	2016-09-01 16:30:00-05	0.38
1723	2016-09-01 16:15:10-05	0.39
1724	2016-09-01 16:00:04-05	0.39
1725	2016-09-01 15:45:12-05	0.4
1726	2016-09-01 15:30:07-05	0.43
1727	2016-09-01 15:15:01-05	0.44
1728	2016-09-01 15:00:10-05	0.44
1729	2016-09-01 14:45:04-05	0.44
1730	2016-09-01 14:30:13-05	0.44
1731	2016-09-01 14:15:08-05	0.47
1732	2016-09-01 14:00:02-05	0.5
1733	2016-09-01 13:45:11-05	0.45
1734	2016-09-01 13:30:05-05	0.46
1735	2016-09-01 13:15:00-05	0.5
1736	2016-09-01 13:00:09-05	0.5
1737	2016-09-01 12:45:04-05	0.49
1738	2016-09-01 12:30:12-05	0.51
1739	2016-09-01 12:15:07-05	0.53
1740	2016-09-01 12:00:01-05	0.53
1741	2016-09-01 11:45:10-05	0.51
1742	2016-09-01 11:30:04-05	0.53
1743	2016-09-01 11:15:13-05	0.55
1744	2016-09-01 11:00:07-05	0.54
1745	2016-09-01 10:45:02-05	0.53
1746	2016-09-01 10:30:11-05	0.54
1747	2016-09-01 10:15:05-05	0.56
1748	2016-09-01 10:00:13-05	0.55
1749	2016-09-01 09:45:07-05	0.54
1750	2016-09-01 09:30:02-05	0.54
1751	2016-09-01 09:15:11-05	0.54
1752	2016-09-01 09:00:05-05	0.53
1753	2016-09-01 08:45:14-05	0.53
1754	2016-09-01 08:30:08-05	0.54
1755	2016-09-01 08:15:01-05	0.53
1756	2016-09-01 08:00:10-05	0.52
1757	2016-09-01 07:45:05-05	0.52
1758	2016-09-01 07:30:14-05	0.49
1759	2016-09-01 07:15:08-05	0.49
1760	2016-09-01 07:00:04-05	0.48
1761	2016-09-01 06:45:13-05	0.47
1762	2016-09-01 06:30:07-05	0.49
1763	2016-09-01 06:15:01-05	0.48
1764	2016-09-01 06:00:10-05	0.48
1765	2016-09-01 05:45:02-05	0.48
1766	2016-09-01 05:30:11-05	0.46
1767	2016-09-01 05:15:05-05	0.48
1768	2016-09-01 05:00:14-05	0.47
1769	2016-09-01 04:45:08-05	0.46
1770	2016-09-01 04:30:02-05	0.46
1771	2016-09-01 04:15:10-05	0.48
1772	2016-09-01 04:00:02-05	0.48
1773	2016-09-01 03:45:06-05	0.48
1774	2016-09-01 03:30:10-05	0.44
1775	2016-09-01 03:15:13-05	0.46
1776	2016-09-01 03:00:05-05	0.45
1777	2016-09-01 02:45:00-05	0.46
1778	2016-09-01 02:30:06-05	0.46
1779	2016-09-01 02:15:13-05	0.45
1780	2016-09-01 02:00:07-05	0.46
1781	2016-09-01 01:45:02-05	0.45
1782	2016-09-01 01:30:11-05	0.43
1783	2016-09-01 01:15:06-05	0.46
1784	2016-09-01 01:00:12-05	0.45
1785	2016-09-01 00:45:02-05	0.45
1786	2016-09-01 00:30:11-05	0.45
1787	2016-09-01 00:15:04-05	0.46
1788	2016-09-01 00:00:10-05	0.46
1789	2016-08-31 23:45:01-05	0.44
1790	2016-08-31 23:30:04-05	0.45
1791	2016-08-31 23:15:03-05	0.45
1792	2016-08-31 23:00:11-05	0.46
1793	2016-08-31 22:45:06-05	0.45
1794	2016-08-31 22:30:00-05	0.44
1795	2016-08-31 22:15:09-05	0.45
1796	2016-08-31 22:00:00-05	0.44
1797	2016-08-31 21:45:10-05	0.44
1798	2016-08-31 21:30:04-05	0.44
1799	2016-08-31 21:15:04-05	0.44
1800	2016-08-31 21:00:05-05	0.43
1801	2016-08-31 20:45:14-05	0.41
1802	2016-08-31 20:30:03-05	0.4
1803	2016-08-31 20:15:10-05	0.39
1804	2016-08-31 20:00:05-05	0.36
1805	2016-08-31 19:45:14-05	0.36
1806	2016-08-31 19:30:06-05	0.35
1807	2016-08-31 19:15:12-05	0.35
1808	2016-08-31 19:00:06-05	0.35
1809	2016-08-31 18:45:10-05	0.35
1810	2016-08-31 18:30:00-05	0.36
1811	2016-08-31 18:15:09-05	0.34
1812	2016-08-31 18:00:05-05	0.36
1813	2016-08-31 17:45:14-05	0.37
1814	2016-08-31 17:30:08-05	0.39
1815	2016-08-31 17:15:03-05	0.39
1816	2016-08-31 17:00:12-05	0.38
1817	2016-08-31 16:45:06-05	0.4
1818	2016-08-31 16:30:01-05	0.42
1819	2016-08-31 16:15:09-05	0.44
1820	2016-08-31 16:00:04-05	0.46
1821	2016-08-31 15:45:13-05	0.46
1822	2016-08-31 15:30:07-05	0.47
1823	2016-08-31 15:15:01-05	0.47
1824	2016-08-31 15:00:10-05	0.5
1825	2016-08-31 14:45:04-05	0.5
1826	2016-08-31 14:30:13-05	0.51
1827	2016-08-31 14:15:08-05	0.52
1828	2016-08-31 14:00:03-05	0.52
1829	2016-08-31 13:45:12-05	0.53
1830	2016-08-31 13:30:06-05	0.54
1831	2016-08-31 13:15:00-05	0.54
1832	2016-08-31 13:00:03-05	0.56
1833	2016-08-31 12:45:11-05	0.57
1834	2016-08-31 12:30:06-05	0.57
1835	2016-08-31 12:15:01-05	0.57
1836	2016-08-31 12:00:09-05	0.58
1837	2016-08-31 11:45:03-05	0.59
1838	2016-08-31 11:30:12-05	0.59
1839	2016-08-31 11:15:07-05	0.6
1840	2016-08-31 11:00:01-05	0.59
1841	2016-08-31 10:45:11-05	0.6
1842	2016-08-31 10:30:05-05	0.6
1843	2016-08-31 10:15:00-05	0.59
1844	2016-08-31 10:00:09-05	0.58
1845	2016-08-31 09:45:04-05	0.6
1846	2016-08-31 09:30:13-05	0.59
1847	2016-08-31 09:15:07-05	0.59
1848	2016-08-31 09:00:02-05	0.59
1849	2016-08-31 08:45:08-05	0.58
1850	2016-08-31 08:30:03-05	0.58
1851	2016-08-31 08:15:09-05	0.59
1852	2016-08-31 08:00:01-05	0.57
1853	2016-08-31 07:45:10-05	0.58
1854	2016-08-31 07:30:02-05	0.56
1855	2016-08-31 07:15:06-05	0.56
1856	2016-08-31 07:00:00-05	0.54
1857	2016-08-31 06:45:02-05	0.55
1858	2016-08-31 06:30:10-05	0.54
1859	2016-08-31 06:15:05-05	0.54
1860	2016-08-31 06:00:13-05	0.55
1861	2016-08-31 05:45:03-05	0.56
1862	2016-08-31 05:30:09-05	0.56
1863	2016-08-31 05:15:01-05	0.55
1864	2016-08-31 05:00:05-05	0.56
1865	2016-08-31 04:45:12-05	0.55
1866	2016-08-31 04:30:05-05	0.55
1867	2016-08-31 04:15:09-05	0.55
1868	2016-08-31 04:00:04-05	0.53
1869	2016-08-31 03:45:13-05	0.54
1870	2016-08-31 03:30:04-05	0.53
1871	2016-08-31 03:15:13-05	0.52
1872	2016-08-31 03:00:05-05	0.54
1873	2016-08-31 02:45:09-05	0.53
1874	2016-08-31 02:30:03-05	0.53
1875	2016-08-31 02:15:10-05	0.53
1876	2016-08-31 02:00:04-05	0.52
1877	2016-08-31 01:45:13-05	0.53
1878	2016-08-31 01:30:05-05	0.53
1879	2016-08-31 01:15:14-05	0.52
1880	2016-08-31 01:00:05-05	0.53
1881	2016-08-31 00:45:11-05	0.54
1882	2016-08-31 00:30:05-05	0.54
1883	2016-08-31 00:15:09-05	0.55
1884	2016-08-31 00:00:01-05	0.54
1885	2016-08-30 23:45:08-05	0.54
1886	2016-08-30 23:30:00-05	0.55
1887	2016-08-30 23:15:09-05	0.54
1888	2016-08-30 23:00:04-05	0.56
1889	2016-08-30 22:45:13-05	0.52
1890	2016-08-30 22:30:07-05	0.53
1891	2016-08-30 22:15:02-05	0.53
1892	2016-08-30 22:00:11-05	0.55
1893	2016-08-30 21:45:05-05	0.54
1894	2016-08-30 21:30:14-05	0.55
1895	2016-08-30 21:15:08-05	0.55
1896	2016-08-30 21:00:02-05	0.55
1897	2016-08-30 20:45:10-05	0.54
1898	2016-08-30 20:30:03-05	0.54
1899	2016-08-30 20:15:07-05	0.54
1900	2016-08-30 20:00:14-05	0.55
1901	2016-08-30 19:45:08-05	0.54
1902	2016-08-30 19:30:01-05	0.54
1903	2016-08-30 19:15:04-05	0.55
1904	2016-08-30 19:00:13-05	0.55
1905	2016-08-30 18:45:08-05	0.55
1906	2016-08-30 18:30:02-05	0.55
1907	2016-08-30 18:15:11-05	0.54
1908	2016-08-30 18:00:05-05	0.53
1909	2016-08-30 17:45:13-05	0.51
1910	2016-08-30 17:30:07-05	0.52
1911	2016-08-30 17:15:02-05	0.56
1912	2016-08-30 17:00:12-05	0.57
1913	2016-08-30 16:45:04-05	0.57
1914	2016-08-30 16:30:12-05	0.54
1915	2016-08-30 16:15:07-05	0.56
1916	2016-08-30 16:00:00-05	0.59
1917	2016-08-30 15:45:09-05	0.57
1918	2016-08-30 15:30:03-05	-1.76
1919	2016-08-30 15:15:06-05	0.59
1920	2016-08-30 15:00:14-05	0.59
1921	2016-08-30 14:45:08-05	0.59
1922	2016-08-30 14:30:01-05	0.6
1923	2016-08-30 14:15:10-05	0.59
1924	2016-08-30 14:00:04-05	0.6
1925	2016-08-30 13:45:13-05	0.6
1926	2016-08-30 13:30:07-05	0.58
1927	2016-08-30 13:15:03-05	0.59
1928	2016-08-30 13:00:12-05	0.59
1929	2016-08-30 12:45:00-05	0.6
1930	2016-08-30 12:30:08-05	0.62
1931	2016-08-30 12:15:02-05	0.6
1932	2016-08-30 12:00:12-05	0.59
1933	2016-08-30 11:45:06-05	0.62
1934	2016-08-30 11:30:13-05	0.63
1935	2016-08-30 11:15:08-05	0.64
1936	2016-08-30 11:00:04-05	0.65
1937	2016-08-30 10:45:08-05	0.65
1938	2016-08-30 10:30:02-05	0.63
1939	2016-08-30 10:15:04-05	0.63
1940	2016-08-30 10:00:13-05	0.61
1941	2016-08-30 09:45:07-05	0.64
1942	2016-08-30 09:30:08-05	0.64
1943	2016-08-30 09:15:02-05	0.63
1944	2016-08-30 09:00:10-05	0.64
1945	2016-08-30 08:45:05-05	0.64
1946	2016-08-30 08:30:12-05	0.65
1947	2016-08-30 08:15:07-05	0.64
1948	2016-08-30 08:00:00-05	0.62
1949	2016-08-30 07:45:10-05	0.63
1950	2016-08-30 07:30:04-05	0.62
1951	2016-08-30 07:15:13-05	0.62
1952	2016-08-30 07:00:07-05	0.62
1953	2016-08-30 06:45:00-05	0.62
1954	2016-08-30 06:30:09-05	0.62
1955	2016-08-30 06:15:04-05	0.61
1956	2016-08-30 06:00:12-05	0.62
1957	2016-08-30 05:45:05-05	0.62
1958	2016-08-30 05:30:13-05	0.62
1959	2016-08-30 05:15:05-05	0.62
1960	2016-08-30 05:00:08-05	0.61
1961	2016-08-30 04:45:03-05	0.61
1962	2016-08-30 04:30:12-05	0.62
1963	2016-08-30 04:15:06-05	0.62
1964	2016-08-30 04:00:01-05	0.61
1965	2016-08-30 03:45:10-05	0.61
1966	2016-08-30 03:30:05-05	0.61
1967	2016-08-30 03:15:14-05	0.62
1968	2016-08-30 03:00:08-05	0.61
1969	2016-08-30 02:45:03-05	0.62
1970	2016-08-30 02:30:12-05	0.62
1971	2016-08-30 02:15:07-05	0.61
1972	2016-08-30 02:00:01-05	0.6
1973	2016-08-30 01:45:10-05	0.59
1974	2016-08-30 01:30:05-05	0.6
1975	2016-08-30 01:15:13-05	0.6
1976	2016-08-30 01:00:08-05	0.6
1977	2016-08-30 00:45:02-05	0.59
1978	2016-08-30 00:30:11-05	0.6
1979	2016-08-30 00:15:06-05	0.59
1980	2016-08-30 00:00:00-05	0.6
1981	2016-08-29 23:45:10-05	0.6
1982	2016-08-29 23:30:05-05	0.61
1983	2016-08-29 23:15:14-05	0.61
1984	2016-08-29 23:00:08-05	0.6
1985	2016-08-29 22:45:11-05	0.61
1986	2016-08-29 22:30:05-05	0.58
1987	2016-08-29 22:15:00-05	0.6
1988	2016-08-29 22:00:08-05	0.61
1989	2016-08-29 21:45:03-05	0.62
1990	2016-08-29 21:30:11-05	0.6
1991	2016-08-29 21:15:06-05	0.6
1992	2016-08-29 21:00:01-05	0.61
1993	2016-08-29 20:45:04-05	0.62
1994	2016-08-29 20:30:13-05	0.62
1995	2016-08-29 20:15:07-05	0.62
1996	2016-08-29 20:00:06-05	0.62
1997	2016-08-29 19:45:01-05	0.62
1998	2016-08-29 19:30:10-05	0.62
1999	2016-08-29 19:15:05-05	0.63
2000	2016-08-29 19:00:14-05	0.61
2001	2016-08-29 18:45:06-05	0.59
2002	2016-08-29 18:30:09-05	0.62
2003	2016-08-29 18:15:03-05	0.61
2004	2016-08-29 18:00:12-05	0.61
2005	2016-08-29 17:45:05-05	0.58
2006	2016-08-29 17:30:14-05	0.56
2007	2016-08-29 17:15:07-05	0.58
2008	2016-08-29 17:00:02-05	0.56
2009	2016-08-29 16:45:11-05	0.53
2010	2016-08-29 16:30:06-05	0.54
2011	2016-08-29 16:15:14-05	0.58
2012	2016-08-29 16:00:09-05	0.6
2013	2016-08-29 15:45:04-05	0.59
2014	2016-08-29 15:30:12-05	0.61
2015	2016-08-29 15:15:07-05	0.6
2016	2016-08-29 15:00:01-05	0.6
2017	2016-08-29 14:45:10-05	0.6
2018	2016-08-29 14:30:05-05	0.62
2019	2016-08-29 14:15:14-05	0.6
2020	2016-08-29 14:00:08-05	0.65
2021	2016-08-29 13:45:02-05	0.63
2022	2016-08-29 13:30:11-05	0.64
2023	2016-08-29 13:15:06-05	0.64
2024	2016-08-29 13:00:01-05	0.64
2025	2016-08-29 12:45:09-05	0.65
2026	2016-08-29 12:30:03-05	0.64
2027	2016-08-29 12:15:13-05	0.64
2028	2016-08-29 12:00:06-05	0.64
2029	2016-08-29 11:45:01-05	0.65
2030	2016-08-29 11:30:13-05	0.65
2031	2016-08-29 11:15:07-05	0.66
2032	2016-08-29 11:00:02-05	0.66
2033	2016-08-29 10:45:10-05	0.65
2034	2016-08-29 10:30:07-05	0.65
2035	2016-08-29 10:15:01-05	0.64
2036	2016-08-29 10:00:10-05	0.65
2037	2016-08-29 09:45:04-05	0.65
2038	2016-08-29 09:30:14-05	0.65
2039	2016-08-29 09:15:08-05	0.66
2040	2016-08-29 09:00:03-05	0.65
2041	2016-08-29 08:45:12-05	0.65
2042	2016-08-29 08:30:07-05	0.66
2043	2016-08-29 08:15:01-05	0.66
2044	2016-08-29 08:00:10-05	0.65
2045	2016-08-29 07:45:04-05	0.66
2046	2016-08-29 07:30:13-05	0.66
2047	2016-08-29 07:15:08-05	0.65
2048	2016-08-29 07:00:03-05	0.66
2049	2016-08-29 06:45:12-05	0.65
2050	2016-08-29 06:30:07-05	0.66
2051	2016-08-29 06:15:01-05	0.65
2052	2016-08-29 06:00:10-05	0.64
2053	2016-08-29 05:45:05-05	0.65
2054	2016-08-29 05:30:14-05	0.65
2055	2016-08-29 05:15:09-05	0.65
2056	2016-08-29 05:00:04-05	0.66
2057	2016-08-29 04:45:13-05	0.65
2058	2016-08-29 04:30:07-05	0.62
2059	2016-08-29 04:15:02-05	0.65
2060	2016-08-29 04:00:11-05	0.64
2061	2016-08-29 03:45:06-05	0.65
2062	2016-08-29 03:30:00-05	0.65
2063	2016-08-29 03:15:04-05	0.64
2064	2016-08-29 03:00:12-05	0.63
2065	2016-08-29 02:45:07-05	0.64
2066	2016-08-29 02:30:02-05	0.62
2067	2016-08-29 02:15:11-05	0.63
2068	2016-08-29 02:00:06-05	0.62
2069	2016-08-29 01:45:00-05	0.62
2070	2016-08-29 01:30:09-05	0.61
2071	2016-08-29 01:15:03-05	0.62
2072	2016-08-29 01:00:11-05	0.61
2073	2016-08-29 00:45:06-05	0.63
2074	2016-08-29 00:30:00-05	0.62
2075	2016-08-29 00:15:09-05	0.62
2076	2016-08-29 00:00:04-05	0.62
2077	2016-08-28 23:45:13-05	0.62
