timestamp (CST)	stage (ft)
2016-09-07 01:45:07-05	0.27
2016-09-07 02:00:01-05	0.29
2016-09-07 02:15:11-05	0.29
2016-09-07 02:30:06-05	0.28
2016-09-07 02:45:00-05	0.29
2016-09-07 03:00:10-05	0.29
2016-09-07 03:15:05-05	0.29
2016-09-07 03:30:00-05	0.28
2016-09-07 03:45:10-05	0.29
2016-09-07 04:00:05-05	0.29
2016-09-07 04:15:00-05	0.29
2016-09-07 04:30:10-05	0.3
2016-09-07 04:45:05-05	0.3
2016-09-07 05:00:01-05	0.29
2016-09-07 05:15:11-05	0.28
2016-09-07 05:30:06-05	0.29
2016-09-07 05:45:01-05	0.29
2016-09-07 06:00:11-05	0.28
2016-09-07 06:15:06-05	0.29
2016-09-07 06:30:01-05	0.29
2016-09-07 06:45:12-05	0.29
2016-09-07 07:00:07-05	0.29
2016-09-07 07:15:02-05	0.27
2016-09-07 07:30:12-05	0.23
2016-09-07 07:45:07-05	0.24
2016-09-07 08:00:02-05	0.25
2016-09-07 08:15:12-05	0.26
2016-09-07 08:30:07-05	0.26
2016-09-07 08:45:02-05	0.27
2016-09-07 09:00:12-05	0.27
2016-09-07 09:15:07-05	0.27
2016-09-07 09:30:02-05	0.28
2016-09-07 09:45:12-05	0.28
2016-09-07 10:00:07-05	0.28
2016-09-07 10:15:01-05	0.27
2016-09-07 10:30:11-05	0.25
2016-09-07 10:45:06-05	0.26
2016-09-07 11:00:00-05	0.26
2016-09-07 11:15:11-05	0.28
2016-09-07 11:30:06-05	0.28
2016-09-07 11:45:00-05	0.29
2016-09-07 12:00:10-05	0.27
2016-09-07 12:15:05-05	0.27
2016-09-07 12:30:00-05	0.29
2016-09-07 12:45:10-05	0.31
2016-09-07 13:00:05-05	0.29
2016-09-07 13:15:00-05	0.32
2016-09-07 13:30:10-05	0.33
2016-09-07 13:45:05-05	0.33
2016-09-07 14:00:00-05	0.33
2016-09-07 14:15:10-05	0.33
2016-09-07 14:30:04-05	0.32
2016-09-07 14:45:14-05	0.34
2016-09-07 15:00:09-05	0.34
2016-09-07 15:15:04-05	0.35
2016-09-07 15:30:00-05	0.35
2016-09-07 15:45:10-05	0.34
2016-09-07 16:00:06-05	0.34
2016-09-07 16:15:00-05	0.34
2016-09-07 16:30:11-05	0.35
2016-09-07 16:45:06-05	0.34
2016-09-07 17:00:01-05	0.34
2016-09-07 17:15:11-05	0.32
2016-09-07 17:30:06-05	0.34
2016-09-07 17:45:01-05	0.35
2016-09-07 18:00:11-05	0.35
2016-09-07 18:15:06-05	0.35
2016-09-07 18:30:00-05	0.35
2016-09-07 18:45:11-05	0.35
2016-09-07 19:00:07-05	0.31
2016-09-07 19:15:01-05	0.34
2016-09-07 19:30:12-05	0.35
2016-09-07 19:45:06-05	0.35
2016-09-07 20:00:01-05	0.35
2016-09-07 20:15:11-05	0.35
2016-09-07 20:30:06-05	0.35
2016-09-07 20:45:01-05	0.35
2016-09-07 21:00:11-05	0.35
2016-09-07 21:15:06-05	0.35
2016-09-07 21:30:01-05	0.34
2016-09-07 21:45:11-05	0.35
2016-09-07 22:00:06-05	0.35
2016-09-07 22:15:01-05	0.35
2016-09-07 22:30:10-05	0.36
2016-09-07 22:45:05-05	0.37
2016-09-07 23:00:00-05	0.37
2016-09-07 23:15:10-05	0.34
2016-09-07 23:30:05-05	0.31
2016-09-07 23:45:15-05	0.34
2016-09-08 00:00:11-05	0.33
2016-09-08 00:15:05-05	0.34
2016-09-08 00:30:00-05	0.34
2016-09-08 00:45:10-05	0.36
2016-09-08 01:00:05-05	0.39
2016-09-08 01:15:00-05	0.42
2016-09-08 01:30:10-05	0.43
2016-09-08 01:45:05-05	0.45
2016-09-08 02:00:00-05	0.47
2016-09-08 02:15:10-05	0.48
2016-09-08 02:30:05-05	0.48
2016-09-08 02:45:00-05	0.47
2016-09-08 03:00:10-05	0.46
2016-09-08 03:15:05-05	0.47
2016-09-08 03:30:15-05	0.46
2016-09-08 03:45:10-05	0.48
2016-09-08 04:00:05-05	0.5
2016-09-08 04:15:15-05	0.55
2016-09-08 04:30:15-05	0.62
2016-09-08 04:45:10-05	0.66
2016-09-08 05:00:04-05	0.7
2016-09-08 05:15:15-05	0.74
2016-09-08 05:30:09-05	0.8
2016-09-08 05:45:05-05	0.9
2016-09-08 06:00:14-05	0.99
2016-09-08 06:15:09-05	1.05
2016-09-08 06:30:04-05	1.11
2016-09-08 06:45:14-05	1.15
2016-09-08 07:00:08-05	1.21
2016-09-08 07:15:03-05	1.26
2016-09-08 07:30:13-05	1.35
2016-09-08 07:45:08-05	1.45
2016-09-08 08:00:03-05	1.57
2016-09-08 08:15:13-05	1.64
2016-09-08 08:30:08-05	1.71
2016-09-08 08:45:03-05	1.79
2016-09-08 09:00:13-05	1.85
2016-09-08 09:15:08-05	1.92
2016-09-08 09:30:02-05	1.97
2016-09-08 10:00:08-05	2.07
2016-09-08 11:00:06-05	2.23
2016-09-08 12:00:05-05	2.36
2016-09-08 13:00:03-05	2.44
2016-09-08 14:00:01-05	2.39
2016-09-08 15:00:14-05	2.31
2016-09-08 16:00:12-05	2.19
2016-09-08 17:00:10-05	2.03
2016-09-08 18:00:09-05	1.98
2016-09-08 19:00:07-05	1.93
2016-09-08 20:00:05-05	1.91
2016-09-08 21:00:03-05	1.93
2016-09-08 22:00:03-05	1.9
2016-09-08 23:00:01-05	1.88
2016-09-09 00:00:15-05	1.8
2016-09-09 01:00:13-05	1.72
2016-09-09 02:00:12-05	1.67
2016-09-09 03:00:10-05	1.6
2016-09-09 04:00:08-05	1.56
2016-09-09 05:00:07-05	1.52
2016-09-09 06:00:06-05	1.47
2016-09-09 07:00:04-05	1.42
2016-09-09 08:00:03-05	1.39
2016-09-09 09:00:01-05	1.36
2016-09-09 10:00:14-05	1.33
2016-09-09 11:00:13-05	1.31
2016-09-09 12:00:11-05	1.28
2016-09-09 13:00:09-05	1.19
2016-09-09 14:00:07-05	1.26
2016-09-09 15:00:05-05	1.18
2016-09-09 16:00:03-05	1.08
2016-09-09 17:00:01-05	1.14
2016-09-09 18:00:14-05	1.14
2016-09-09 19:00:13-05	1.13
2016-09-09 20:00:11-05	1.13
2016-09-09 21:00:09-05	1.11
2016-09-09 22:00:07-05	1.11
2016-09-09 23:00:07-05	1.09
2016-09-10 00:00:05-05	1.07
2016-09-10 01:00:04-05	1.03
2016-09-10 02:00:01-05	1.01
2016-09-10 03:00:15-05	1.0
2016-09-10 04:00:13-05	0.98
2016-09-10 05:00:11-05	0.97
2016-09-10 06:00:10-05	0.98
2016-09-10 07:00:08-05	1.0
2016-09-10 08:00:07-05	0.99
2016-09-10 09:00:05-05	0.95
2016-09-10 10:00:03-05	0.95
2016-09-10 11:00:01-05	1.0
2016-09-10 12:00:00-05	1.0
2016-09-10 13:00:14-05	1.0
2016-09-10 14:00:12-05	0.96
2016-09-10 15:00:11-05	0.91
2016-09-10 16:00:09-05	0.9
2016-09-10 17:00:06-05	0.88
2016-09-10 18:00:05-05	0.86
2016-09-10 19:00:03-05	0.83
2016-09-10 20:00:01-05	0.81
2016-09-10 21:00:15-05	0.86
2016-09-10 22:00:13-05	0.86
2016-09-10 23:00:11-05	0.88
2016-09-11 00:00:09-05	0.87
2016-09-11 01:00:07-05	0.87
2016-09-11 02:00:05-05	0.85
2016-09-11 03:00:03-05	0.85
2016-09-11 04:00:01-05	0.85
2016-09-11 05:00:00-05	0.84
2016-09-11 06:00:13-05	0.85
2016-09-11 07:00:12-05	0.84
2016-09-11 08:00:10-05	0.81
2016-09-11 09:00:08-05	0.77
2016-09-11 10:00:07-05	0.8
2016-09-11 11:00:05-05	0.83
2016-09-11 12:00:03-05	0.86
2016-09-11 13:00:01-05	0.86
2016-09-11 14:00:01-05	0.82
2016-09-11 15:00:14-05	0.78
2016-09-11 16:00:12-05	0.74
2016-09-11 17:00:10-05	0.7
2016-09-11 18:00:08-05	0.68
2016-09-11 19:00:06-05	0.66
2016-09-11 20:00:04-05	0.68
2016-09-11 21:00:02-05	0.76
2016-09-11 22:00:00-05	0.77
2016-09-11 23:00:14-05	0.77
2016-09-12 00:00:12-05	0.78
2016-09-12 01:00:11-05	0.77
2016-09-12 02:00:09-05	0.76
2016-09-12 03:00:07-05	0.76
2016-09-12 04:00:05-05	0.76
2016-09-12 05:00:03-05	0.77
2016-09-12 06:00:01-05	0.77
2016-09-12 07:00:00-05	0.76
2016-09-12 08:00:13-05	0.73
2016-09-12 09:00:11-05	0.69
2016-09-12 10:00:10-05	0.71
2016-09-12 11:00:08-05	0.75
2016-09-12 12:00:06-05	0.79
2016-09-12 13:00:03-05	0.79
2016-09-12 14:00:01-05	0.77
2016-09-12 15:00:00-05	0.72
2016-09-12 16:00:14-05	0.69
2016-09-12 17:00:12-05	0.64
2016-09-12 18:00:10-05	0.66
2016-09-12 19:00:08-05	0.66
2016-09-12 20:00:07-05	0.67
2016-09-12 21:00:05-05	0.71
2016-09-12 22:00:04-05	0.72
2016-09-12 23:00:02-05	0.73
2016-09-13 00:00:00-05	0.7
2016-09-13 01:00:14-05	0.7
2016-09-13 02:00:12-05	0.72
2016-09-13 03:00:10-05	0.67
2016-09-13 04:00:08-05	0.69
2016-09-13 05:00:06-05	0.7
2016-09-13 06:00:04-05	0.73
2016-09-13 07:00:03-05	0.71
2016-09-13 08:00:01-05	0.71
2016-09-13 09:00:14-05	0.7
2016-09-13 10:00:13-05	0.7
2016-09-13 11:00:12-05	0.7
2016-09-13 12:00:10-05	0.69
2016-09-13 13:00:08-05	0.68
2016-09-13 14:00:06-05	0.69
2016-09-13 15:00:04-05	0.68
2016-09-13 16:00:02-05	0.68
2016-09-13 17:00:00-05	0.68
2016-09-13 18:00:14-05	0.63
2016-09-13 19:00:14-05	0.65
2016-09-13 20:00:12-05	0.63
2016-09-13 21:00:10-05	0.65
2016-09-13 22:00:08-05	0.65
2016-09-13 23:00:06-05	0.65
2016-09-14 00:00:05-05	0.65
2016-09-14 01:00:02-05	0.62
2016-09-14 02:00:00-05	0.64
2016-09-14 03:00:14-05	0.63
2016-09-14 04:00:13-05	0.64
2016-09-14 05:00:11-05	0.65
2016-09-14 06:00:09-05	0.65
2016-09-14 07:00:07-05	0.64
2016-09-14 08:00:06-05	0.63
2016-09-14 09:00:04-05	0.62
2016-09-14 10:00:02-05	0.64
2016-09-14 11:00:00-05	0.65
2016-09-14 12:00:13-05	0.64
2016-09-14 13:00:11-05	0.65
2016-09-14 14:00:09-05	0.63
2016-09-14 15:00:08-05	0.58
2016-09-14 16:00:06-05	0.57
2016-09-14 17:00:04-05	0.56
2016-09-14 18:00:02-05	0.53
2016-09-14 19:00:00-05	0.54
2016-09-14 20:00:13-05	0.55
2016-09-14 21:00:11-05	0.59
2016-09-14 22:00:10-05	0.61
2016-09-14 23:00:08-05	0.61
2016-09-15 00:00:06-05	0.6
2016-09-15 01:00:04-05	0.6
2016-09-15 02:00:02-05	0.61
2016-09-15 03:00:01-05	0.63
2016-09-15 04:00:12-05	0.61
2016-09-15 05:00:10-05	0.61
2016-09-15 06:00:08-05	0.61
2016-09-15 07:00:04-05	0.62
2016-09-15 08:00:02-05	0.62
2016-09-15 09:00:01-05	0.62
2016-09-15 10:00:00-05	0.61
2016-09-15 11:00:14-05	0.64
2016-09-15 12:00:13-05	0.63
2016-09-15 13:00:11-05	0.63
2016-09-15 14:00:10-05	0.6
2016-09-15 15:00:09-05	0.58
2016-09-15 16:00:08-05	0.55
2016-09-15 17:00:05-05	0.53
2016-09-15 18:00:03-05	0.53
2016-09-15 19:00:01-05	0.54
2016-09-15 20:00:14-05	0.44
2016-09-15 21:00:13-05	0.51
2016-09-15 22:00:11-05	0.63
2016-09-15 23:00:09-05	0.67
2016-09-16 00:00:08-05	0.74
2016-09-16 01:00:05-05	0.78
2016-09-16 02:00:04-05	0.83
2016-09-16 03:00:02-05	0.9
2016-09-16 04:00:00-05	0.96
2016-09-16 05:00:14-05	1.06
2016-09-16 06:00:12-05	1.13
2016-09-16 07:00:10-05	1.27
2016-09-16 08:00:10-05	1.46
2016-09-16 09:00:08-05	1.64
2016-09-16 10:00:06-05	1.96
2016-09-16 11:00:05-05	2.4
2016-09-16 12:00:03-05	2.77
2016-09-16 13:00:02-05	2.97
2016-09-16 14:00:14-05	3.09
2016-09-16 15:00:13-05	3.14
2016-09-16 16:00:11-05	3.2
2016-09-16 17:00:10-05	3.19
2016-09-16 18:00:08-05	3.13
2016-09-16 19:00:06-05	3.04
2016-09-16 20:00:04-05	2.96
2016-09-16 21:00:02-05	2.89
2016-09-16 22:00:00-05	2.81
2016-09-16 23:00:14-05	2.75
2016-09-17 00:00:13-05	2.71
2016-09-17 01:00:11-05	2.63
2016-09-17 02:00:10-05	2.59
2016-09-17 03:00:08-05	2.56
2016-09-17 04:00:05-05	2.54
2016-09-17 05:00:03-05	2.46
2016-09-17 06:00:01-05	2.45
2016-09-17 07:00:15-05	2.37
2016-09-17 08:00:13-05	2.28
2016-09-17 09:00:11-05	2.22
2016-09-17 10:00:09-05	2.22
2016-09-17 11:00:07-05	2.19
2016-09-17 12:00:07-05	2.18
2016-09-17 13:00:05-05	2.12
2016-09-17 14:00:03-05	2.06
2016-09-17 15:00:01-05	1.99
2016-09-17 16:00:00-05	1.93
2016-09-17 17:00:00-05	1.89
2016-09-17 18:00:14-05	1.83
2016-09-17 19:00:12-05	1.71
2016-09-17 20:00:10-05	1.73
2016-09-17 21:00:08-05	1.75
2016-09-17 22:00:06-05	1.74
2016-09-17 23:00:04-05	1.73
2016-09-18 00:00:02-05	1.71
2016-09-18 01:00:00-05	1.7
2016-09-18 02:00:14-05	1.67
2016-09-18 03:00:12-05	1.66
2016-09-18 04:00:10-05	1.63
2016-09-18 05:00:08-05	1.61
2016-09-18 06:00:06-05	1.59
2016-09-18 07:00:04-05	1.57
2016-09-18 08:00:02-05	1.54
2016-09-18 09:00:01-05	1.51
2016-09-18 10:00:14-05	1.48
2016-09-18 11:00:12-05	1.54
2016-09-18 12:00:11-05	1.55
2016-09-18 13:00:09-05	1.51
2016-09-18 14:00:08-05	1.48
2016-09-18 15:00:06-05	1.43
2016-09-18 16:00:04-05	1.4
2016-09-18 17:00:03-05	1.36
2016-09-18 18:00:01-05	1.31
2016-09-18 19:00:14-05	1.27
2016-09-18 20:00:12-05	1.27
2016-09-18 21:00:10-05	1.29
2016-09-18 22:00:09-05	1.3
2016-09-18 23:00:07-05	1.28
2016-09-19 00:00:05-05	1.3
2016-09-19 01:00:04-05	1.29
2016-09-19 02:00:02-05	1.29
2016-09-19 03:00:00-05	1.3
2016-09-19 04:00:13-05	1.29
2016-09-19 05:00:12-05	1.31
2016-09-19 06:00:10-05	1.24
2016-09-19 07:00:09-05	1.25
2016-09-19 08:00:07-05	1.2
2016-09-19 09:00:04-05	1.18
2016-09-19 10:00:02-05	1.16
2016-09-19 11:00:00-05	1.21
2016-09-19 12:00:14-05	1.21
2016-09-19 13:00:12-05	1.19
2016-09-19 14:00:11-05	1.2
2016-09-19 15:00:09-05	1.14
2016-09-19 16:00:07-05	1.14
2016-09-19 17:00:06-05	1.13
2016-09-19 18:00:04-05	1.11
2016-09-19 19:00:02-05	1.05
2016-09-19 20:00:00-05	1.06
2016-09-19 21:00:14-05	1.09
2016-09-19 22:00:12-05	1.08
2016-09-19 23:00:11-05	1.09
2016-09-20 00:00:10-05	1.1
2016-09-20 01:00:08-05	1.09
2016-09-20 02:00:06-05	1.08
2016-09-20 03:00:04-05	1.1
2016-09-20 04:00:02-05	1.05
2016-09-20 05:00:00-05	1.06
2016-09-20 06:00:13-05	1.06
2016-09-20 07:00:11-05	1.08
2016-09-20 08:00:09-05	1.04
2016-09-20 09:00:07-05	1.0
2016-09-20 10:00:05-05	1.05
2016-09-20 11:00:03-05	1.09
2016-09-20 12:00:02-05	1.09
2016-09-20 13:00:01-05	1.09
2016-09-20 14:00:14-05	1.06
2016-09-20 15:00:14-05	1.03
2016-09-20 16:00:12-05	1.0
2016-09-20 17:00:10-05	0.97
2016-09-20 18:00:08-05	0.96
2016-09-20 19:00:07-05	0.95
2016-09-20 20:00:09-05	0.96
2016-09-20 21:00:07-05	1.01
2016-09-20 22:00:05-05	1.02
2016-09-20 23:00:04-05	1.05
2016-09-21 00:00:02-05	1.05
2016-09-21 01:00:00-05	1.06
2016-09-21 02:00:14-05	1.04
2016-09-21 03:00:12-05	1.02
2016-09-21 04:00:10-05	1.0
2016-09-21 05:00:08-05	1.01
2016-09-21 06:00:08-05	1.0
2016-09-21 07:00:06-05	1.02
2016-09-21 08:00:04-05	0.99
2016-09-21 09:00:04-05	0.95
2016-09-21 10:00:02-05	0.97
2016-09-21 11:00:01-05	1.01
2016-09-21 12:00:15-05	1.03
2016-09-21 13:00:13-05	1.02
2016-09-21 14:00:10-05	0.97
2016-09-21 15:00:09-05	0.95
2016-09-21 16:00:06-05	0.95
2016-09-21 17:00:04-05	0.96
2016-09-21 18:00:14-05	0.92
2016-09-21 19:00:13-05	0.94
2016-09-21 20:00:13-05	0.96
2016-09-21 21:00:11-05	0.96
2016-09-21 22:00:09-05	0.96
2016-09-21 23:00:08-05	0.97
2016-09-22 00:00:06-05	0.96
2016-09-22 01:00:04-05	0.97
2016-09-22 02:00:03-05	0.96
2016-09-22 03:00:01-05	0.95
2016-09-22 04:00:15-05	0.96
2016-09-22 05:00:13-05	0.96
2016-09-22 06:00:12-05	0.95
2016-09-22 07:00:10-05	0.91
2016-09-22 08:00:08-05	0.92
2016-09-22 08:15:03-05	0.93
2016-09-22 08:30:13-05	0.94
2016-09-22 08:45:08-05	0.94
2016-09-22 09:00:03-05	0.94
2016-09-22 09:15:14-05	0.94
2016-09-22 09:30:09-05	0.95
2016-09-22 09:45:05-05	0.95
2016-09-22 10:00:00-05	0.95
2016-09-22 10:15:10-05	0.94
2016-09-22 10:30:05-05	0.94
2016-09-22 10:45:00-05	0.95
2016-09-22 11:00:10-05	0.94
2016-09-22 11:15:05-05	0.96
2016-09-22 11:30:00-05	0.97
2016-09-22 11:45:10-05	0.97
2016-09-22 12:00:05-05	0.97
2016-09-22 12:15:00-05	0.99
2016-09-22 12:30:11-05	0.99
2016-09-22 12:45:05-05	0.99
2016-09-22 13:00:00-05	0.99
2016-09-22 13:15:11-05	0.98
2016-09-22 13:30:06-05	0.97
2016-09-22 13:45:01-05	0.97
2016-09-22 14:00:11-05	0.96
2016-09-22 14:15:07-05	0.96
2016-09-22 14:30:02-05	0.95
2016-09-22 14:45:12-05	0.97
2016-09-22 15:00:07-05	0.97
2016-09-22 15:15:01-05	0.95
2016-09-22 15:30:12-05	0.93
2016-09-22 15:45:07-05	0.91
2016-09-22 16:00:02-05	0.89
2016-09-22 16:15:13-05	0.88
2016-09-22 16:30:08-05	0.88
2016-09-22 16:45:03-05	0.88
2016-09-22 17:00:14-05	0.85
2016-09-22 17:15:09-05	0.88
2016-09-22 17:30:04-05	0.88
2016-09-22 17:45:14-05	0.9
2016-09-22 18:00:09-05	0.91
2016-09-22 18:15:03-05	0.91
2016-09-22 18:30:13-05	0.9
2016-09-22 18:45:09-05	0.91
2016-09-22 19:00:04-05	0.9
2016-09-22 19:15:00-05	0.92
2016-09-22 19:30:11-05	0.92
2016-09-22 19:45:05-05	0.94
2016-09-22 20:00:01-05	0.94
2016-09-22 20:15:11-05	0.92
2016-09-22 20:30:05-05	0.88
2016-09-22 20:45:00-05	0.93
2016-09-22 21:00:11-05	0.92
2016-09-22 21:15:06-05	0.92
2016-09-22 21:30:01-05	0.92
2016-09-22 21:45:11-05	0.93
2016-09-22 22:00:06-05	0.95
2016-09-22 22:15:01-05	0.96
2016-09-22 22:30:12-05	0.92
2016-09-22 22:45:07-05	0.96
2016-09-22 23:00:02-05	0.98
2016-09-22 23:15:12-05	1.02
2016-09-22 23:30:06-05	1.02
2016-09-22 23:45:01-05	1.02
2016-09-23 00:00:12-05	1.01
2016-09-23 00:15:07-05	1.02
2016-09-23 00:30:01-05	1.02
2016-09-23 00:45:12-05	1.03
2016-09-23 01:00:07-05	1.03
2016-09-23 01:15:02-05	1.03
2016-09-23 01:30:13-05	1.04
2016-09-23 01:45:08-05	1.04
2016-09-23 02:00:03-05	1.06
2016-09-23 02:15:13-05	1.07
2016-09-23 02:30:08-05	1.09
2016-09-23 02:45:03-05	1.11
2016-09-23 03:00:13-05	1.13
2016-09-23 03:15:08-05	1.15
2016-09-23 03:30:02-05	1.17
2016-09-23 03:45:13-05	1.2
2016-09-23 04:00:07-05	1.23
2016-09-23 04:15:02-05	1.27
2016-09-23 04:30:12-05	1.32
2016-09-23 04:45:07-05	1.37
2016-09-23 05:00:02-05	1.46
2016-09-23 05:15:12-05	1.53
2016-09-23 05:30:07-05	1.61
2016-09-23 05:45:02-05	1.7
2016-09-23 06:00:13-05	1.78
2016-09-23 06:15:08-05	1.88
2016-09-23 06:30:03-05	1.96
2016-09-23 06:45:13-05	2.04
2016-09-23 07:00:07-05	2.13
2016-09-23 07:15:02-05	2.18
2016-09-23 07:30:12-05	2.31
2016-09-23 07:45:06-05	2.37
2016-09-23 08:00:01-05	2.44
2016-09-23 08:15:12-05	2.48
2016-09-23 08:30:07-05	2.55
2016-09-23 08:45:02-05	2.63
2016-09-23 09:00:12-05	2.69
2016-09-23 09:15:07-05	2.74
2016-09-23 09:30:01-05	2.76
2016-09-23 09:45:11-05	2.79
2016-09-23 10:00:06-05	2.81
2016-09-23 10:15:01-05	2.86
2016-09-23 10:30:11-05	2.87
2016-09-23 10:45:06-05	2.9
2016-09-23 11:00:01-05	2.92
2016-09-23 11:15:11-05	2.94
2016-09-23 11:30:05-05	2.92
2016-09-23 11:45:00-05	2.94
2016-09-23 12:00:10-05	2.92
2016-09-23 12:15:05-05	2.94
2016-09-23 12:30:01-05	2.95
2016-09-23 12:45:11-05	2.95
2016-09-23 13:00:06-05	2.94
2016-09-23 13:15:01-05	2.95
2016-09-23 13:30:11-05	2.94
2016-09-23 13:45:06-05	2.94
2016-09-23 14:00:01-05	2.93
2016-09-23 14:15:11-05	2.93
2016-09-23 14:30:06-05	2.91
2016-09-23 14:45:01-05	2.91
2016-09-23 15:00:11-05	2.88
2016-09-23 15:15:06-05	2.84
2016-09-23 15:30:01-05	2.86
2016-09-23 15:45:12-05	2.84
2016-09-23 16:00:07-05	2.83
2016-09-23 16:15:02-05	2.8
2016-09-23 16:30:12-05	2.8
2016-09-23 16:45:07-05	2.79
2016-09-23 17:00:03-05	2.81
2016-09-23 17:15:14-05	2.8
2016-09-23 17:30:09-05	2.79
2016-09-23 17:45:04-05	2.79
2016-09-23 18:00:14-05	2.74
2016-09-23 18:15:09-05	2.77
2016-09-23 18:30:04-05	2.76
2016-09-23 18:45:14-05	2.76
2016-09-23 19:00:08-05	2.75
2016-09-23 19:15:03-05	2.74
2016-09-23 19:30:12-05	2.73
2016-09-23 19:45:07-05	2.73
2016-09-23 20:00:02-05	2.72
2016-09-23 20:15:12-05	2.71
2016-09-23 20:30:06-05	2.71
2016-09-23 20:45:01-05	2.7
2016-09-23 21:00:12-05	2.69
2016-09-23 21:15:07-05	2.67
2016-09-23 21:30:02-05	2.67
2016-09-23 21:45:12-05	2.67
2016-09-23 22:00:07-05	2.65
2016-09-23 22:15:03-05	2.65
2016-09-23 22:30:13-05	2.64
2016-09-23 22:45:09-05	2.61
2016-09-23 23:00:04-05	2.6
2016-09-23 23:15:14-05	2.58
2016-09-23 23:30:09-05	2.58
2016-09-23 23:45:04-05	2.56
2016-09-24 00:00:14-05	2.55
2016-09-24 00:15:09-05	2.55
2016-09-24 00:30:04-05	2.51
2016-09-24 00:45:14-05	2.51
2016-09-24 01:00:10-05	2.49
2016-09-24 01:15:05-05	2.49
2016-09-24 01:30:00-05	2.49
2016-09-24 01:45:10-05	2.47
2016-09-24 02:00:06-05	2.45
2016-09-24 02:15:01-05	2.45
2016-09-24 02:30:11-05	2.42
2016-09-24 02:45:06-05	2.42
2016-09-24 03:00:02-05	2.4
2016-09-24 03:15:12-05	2.37
2016-09-24 03:30:07-05	2.37
2016-09-24 03:45:03-05	2.35
2016-09-24 04:00:13-05	2.35
2016-09-24 04:15:08-05	2.33
2016-09-24 04:30:03-05	2.33
2016-09-24 04:45:07-05	2.33
2016-09-24 05:00:02-05	2.31
2016-09-24 05:15:12-05	2.32
2016-09-24 05:30:07-05	2.31
2016-09-24 05:45:01-05	2.3
2016-09-24 06:00:11-05	2.28
2016-09-24 06:15:11-05	2.27
2016-09-24 06:30:07-05	2.27
2016-09-24 06:45:01-05	-0.16
2016-09-24 07:00:12-05	2.25
2016-09-24 07:15:08-05	2.22
2016-09-24 07:30:03-05	2.23
2016-09-24 07:45:13-05	2.22
2016-09-24 08:00:08-05	2.21
2016-09-24 08:15:03-05	2.22
2016-09-24 08:30:12-05	2.21
2016-09-24 08:45:08-05	2.2
2016-09-24 09:00:00-05	2.18
2016-09-24 09:15:10-05	2.17
2016-09-24 09:30:05-05	2.16
2016-09-24 09:45:15-05	2.14
2016-09-24 10:00:11-05	2.13
2016-09-24 10:15:06-05	2.12
2016-09-24 10:30:01-05	2.13
2016-09-24 10:45:11-05	2.12
2016-09-24 11:00:06-05	2.13
2016-09-24 11:15:01-05	2.1
2016-09-24 11:30:11-05	2.11
2016-09-24 11:45:06-05	2.08
2016-09-24 12:00:01-05	2.08
2016-09-24 12:15:11-05	2.08
2016-09-24 12:30:06-05	2.08
2016-09-24 12:45:01-05	2.07
2016-09-24 13:00:11-05	2.08
2016-09-24 13:15:06-05	2.05
2016-09-24 13:30:02-05	2.04
2016-09-24 13:45:11-05	2.02
2016-09-24 14:00:07-05	2.0
2016-09-24 14:15:02-05	2.0
2016-09-24 14:30:12-05	2.0
2016-09-24 14:45:08-05	1.97
2016-09-24 15:00:04-05	1.95
2016-09-24 15:15:14-05	1.94
2016-09-24 15:30:09-05	1.94
2016-09-24 15:45:04-05	1.92
2016-09-24 16:00:14-05	1.91
2016-09-24 16:15:10-05	1.91
2016-09-24 16:30:05-05	1.89
2016-09-24 16:45:00-05	1.87
2016-09-24 17:00:10-05	1.87
2016-09-24 17:15:05-05	1.88
2016-09-24 17:30:00-05	1.89
2016-09-24 17:45:11-05	1.88
2016-09-24 18:00:06-05	1.88
2016-09-24 18:15:01-05	1.88
2016-09-24 18:30:11-05	1.89
2016-09-24 18:45:06-05	1.89
2016-09-24 19:00:01-05	1.88
2016-09-24 19:15:11-05	1.81
2016-09-24 19:30:06-05	1.84
2016-09-24 19:45:01-05	1.9
2016-09-24 20:00:11-05	1.92
2016-09-24 20:15:06-05	1.9
2016-09-24 20:30:01-05	1.96
2016-09-24 20:45:11-05	1.99
2016-09-24 21:00:07-05	1.98
2016-09-24 21:15:02-05	2.01
2016-09-24 21:30:12-05	-0.12
2016-09-24 21:45:07-05	2.0
2016-09-24 22:00:02-05	1.99
2016-09-24 22:15:12-05	1.99
2016-09-24 22:30:07-05	2.02
2016-09-24 22:45:02-05	2.03
2016-09-24 23:00:13-05	2.04
2016-09-24 23:15:08-05	2.07
2016-09-24 23:30:03-05	2.07
2016-09-24 23:45:13-05	2.08
2016-09-25 00:00:08-05	2.08
2016-09-25 00:15:02-05	2.08
2016-09-25 00:30:12-05	2.1
2016-09-25 00:45:08-05	2.09
2016-09-25 01:00:02-05	2.1
2016-09-25 01:15:12-05	2.1
2016-09-25 01:30:07-05	2.13
2016-09-25 01:45:02-05	2.15
2016-09-25 02:00:12-05	2.18
2016-09-25 02:15:07-05	2.23
2016-09-25 02:30:02-05	2.28
2016-09-25 02:45:11-05	2.34
2016-09-25 03:00:06-05	2.41
2016-09-25 03:15:01-05	2.46
2016-09-25 03:30:11-05	2.55
2016-09-25 03:45:06-05	2.64
2016-09-25 04:00:01-05	2.72
